2019-01-13 21:58:13.971712: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-01-13 21:58:14.401794: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla P100-PCIE-12GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:04:00.0
totalMemory: 11.91GiB freeMemory: 11.63GiB
2019-01-13 21:58:14.401848: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:04:00.0, compute capability: 6.0)
Loading visual data, group a...Training on 80 classes, good luck!
done. data: (8000, 2048) - labels: (8000,)
Training on 8000 examples.
Normalizing with MinMaxScaler...
[--------------------------------------------------] 0.00% - 0/2000
[--------------------------------------------------] 0.00% - 0/2000
TRAIN - comp.: 0.0000, conf.: 1.0000, bmu rate:0.0002 - TEST - comp.: 0.0000, conf.: 1.0000, bmu rate:0.0002 [--------------------------------------------------] 0.00% - 0/2000
TRAIN - comp.: 0.4468, conf.: 0.0208, bmu rate:0.3198 - TEST - comp.: 0.4593, conf.: 0.0205, bmu rate:0.3246 [==============------------------------------------] 29.75% - 595/2000
TRAIN - comp.: 0.4468, conf.: 0.0208, bmu rate:0.3198 - TEST - comp.: 0.4593, conf.: 0.0205, bmu rate:0.3246 [===============-----------------------------------] 30.00% - 600/2000
TRAIN - comp.: 0.4468, conf.: 0.0208, bmu rate:0.3198 - TEST - comp.: 0.4593, conf.: 0.0205, bmu rate:0.3246 [===============-----------------------------------] 30.00% - 600/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 30.00% - 600/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_600ep/model[===============-----------------------------------] 30.25% - 605/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 30.50% - 610/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 30.75% - 615/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 31.00% - 620/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 31.25% - 625/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 31.50% - 630/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [===============-----------------------------------] 31.75% - 635/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 32.00% - 640/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 32.25% - 645/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 32.50% - 650/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 32.75% - 655/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 33.00% - 660/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 33.25% - 665/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 33.50% - 670/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [================----------------------------------] 33.75% - 675/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [=================---------------------------------] 34.00% - 680/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [=================---------------------------------] 34.25% - 685/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [=================---------------------------------] 34.50% - 690/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [=================---------------------------------] 34.75% - 695/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [=================---------------------------------] 35.00% - 700/2000
TRAIN - comp.: 0.4505, conf.: 0.0205, bmu rate:0.3300 - TEST - comp.: 0.4597, conf.: 0.0199, bmu rate:0.3400 [=================---------------------------------] 35.00% - 700/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [=================---------------------------------] 35.00% - 700/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_700ep/model[=================---------------------------------] 35.25% - 705/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [=================---------------------------------] 35.50% - 710/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [=================---------------------------------] 35.75% - 715/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 36.00% - 720/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 36.25% - 725/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 36.50% - 730/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 36.75% - 735/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 37.00% - 740/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 37.25% - 745/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 37.50% - 750/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [==================--------------------------------] 37.75% - 755/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 38.00% - 760/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 38.25% - 765/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 38.50% - 770/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 38.75% - 775/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 39.00% - 780/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 39.25% - 785/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 39.50% - 790/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [===================-------------------------------] 39.75% - 795/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [====================------------------------------] 40.00% - 800/2000
TRAIN - comp.: 0.4534, conf.: 0.0201, bmu rate:0.3375 - TEST - comp.: 0.4633, conf.: 0.0197, bmu rate:0.3446 [====================------------------------------] 40.00% - 800/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 40.00% - 800/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_800ep/model[====================------------------------------] 40.25% - 805/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 40.50% - 810/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 40.75% - 815/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 41.00% - 820/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 41.25% - 825/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 41.50% - 830/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [====================------------------------------] 41.75% - 835/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 42.00% - 840/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 42.25% - 845/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 42.50% - 850/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 42.75% - 855/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 43.00% - 860/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 43.25% - 865/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 43.50% - 870/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [=====================-----------------------------] 43.75% - 875/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [======================----------------------------] 44.00% - 880/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [======================----------------------------] 44.25% - 885/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [======================----------------------------] 44.50% - 890/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [======================----------------------------] 44.75% - 895/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [======================----------------------------] 45.00% - 900/2000
TRAIN - comp.: 0.4538, conf.: 0.0194, bmu rate:0.3535 - TEST - comp.: 0.4638, conf.: 0.0192, bmu rate:0.3569 [======================----------------------------] 45.00% - 900/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [======================----------------------------] 45.00% - 900/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_900ep/model[======================----------------------------] 45.25% - 905/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [======================----------------------------] 45.50% - 910/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [======================----------------------------] 45.75% - 915/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 46.00% - 920/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 46.25% - 925/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 46.50% - 930/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 46.75% - 935/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 47.00% - 940/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 47.25% - 945/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 47.50% - 950/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=======================---------------------------] 47.75% - 955/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 48.00% - 960/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 48.25% - 965/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 48.50% - 970/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 48.75% - 975/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 49.00% - 980/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 49.25% - 985/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 49.50% - 990/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [========================--------------------------] 49.75% - 995/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=========================-------------------------] 50.00% - 1000/2000
TRAIN - comp.: 0.4564, conf.: 0.0193, bmu rate:0.3531 - TEST - comp.: 0.4671, conf.: 0.0190, bmu rate:0.3635 [=========================-------------------------] 50.00% - 1000/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 50.00% - 1000/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1000ep/model[=========================-------------------------] 50.25% - 1005/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 50.50% - 1010/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 50.75% - 1015/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 51.00% - 1020/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 51.25% - 1025/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 51.50% - 1030/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [=========================-------------------------] 51.75% - 1035/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 52.00% - 1040/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 52.25% - 1045/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 52.50% - 1050/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 52.75% - 1055/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 53.00% - 1060/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 53.25% - 1065/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 53.50% - 1070/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [==========================------------------------] 53.75% - 1075/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [===========================-----------------------] 54.00% - 1080/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [===========================-----------------------] 54.25% - 1085/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [===========================-----------------------] 54.50% - 1090/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [===========================-----------------------] 54.75% - 1095/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [===========================-----------------------] 55.00% - 1100/2000
TRAIN - comp.: 0.4601, conf.: 0.0191, bmu rate:0.3606 - TEST - comp.: 0.4704, conf.: 0.0187, bmu rate:0.3658 [===========================-----------------------] 55.00% - 1100/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [===========================-----------------------] 55.00% - 1100/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1100ep/model[===========================-----------------------] 55.25% - 1105/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [===========================-----------------------] 55.50% - 1110/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [===========================-----------------------] 55.75% - 1115/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 56.00% - 1120/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 56.25% - 1125/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 56.50% - 1130/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 56.75% - 1135/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 57.00% - 1140/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 57.25% - 1145/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 57.50% - 1150/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [============================----------------------] 57.75% - 1155/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 58.00% - 1160/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 58.25% - 1165/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 58.50% - 1170/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 58.75% - 1175/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 59.00% - 1180/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 59.25% - 1185/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 59.50% - 1190/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [=============================---------------------] 59.75% - 1195/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [==============================--------------------] 60.00% - 1200/2000
TRAIN - comp.: 0.4612, conf.: 0.0190, bmu rate:0.3604 - TEST - comp.: 0.4716, conf.: 0.0184, bmu rate:0.3702 [==============================--------------------] 60.00% - 1200/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 60.00% - 1200/2000
